,Reaction,Original Flux,Tissue-specific Flux,Difference
564,EX_ocdca_e,0.0,0.0,0.0
565,EX_ocdcea_e,-65.24466750313674,201.72650985378266,-266.9711773569194
566,EX_octa_e,0.0,0.0,0.0
567,EX_onpthl_e,0.0,0.0,0.0
568,EX_oxa_e,0.0,0.0,0.0
569,EX_paf_hs_e,0.0,0.0,0.0
570,EX_pchol_hs_e,0.0,0.0,0.0
571,EX_perillyl_e,0.0,0.0,0.0
572,EX_pheacgln_e,0.0,0.0,0.0
573,EX_phllqne_e,0.0,0.0,0.0
574,EX_phyt_e,0.0,0.0,0.0
575,EX_prostgd2_e,0.0,0.0,0.0
576,EX_prostge2_e,0.0,0.0,0.0
577,EX_prostgf2_e,0.0,-299.60020594946945,299.60020594946945
578,EX_ps_hs_e,-206.52664689238264,-206.5266468923809,-1.7337242752546445e-12
579,EX_retfa_e,0.0,0.0,0.0
580,EX_retinol_e,0.0,0.0,0.0
581,EX_Rtotal2_e,0.0,28.913603008046117,-28.913603008046117
582,EX_Rtotal3_e,0.0,0.0,0.0
583,EX_s2l2n2m2masn_e,0.0,0.0,0.0
584,EX_sarcs_e,0.0,0.0,0.0
585,EX_spc_hs_e,0.0,0.0,0.0
586,EX_sph1p_e,0.0,0.0,0.0
587,EX_strdnc_e,0.0,0.05486331849968215,-0.05486331849968215
588,EX_tag_hs_e,0.0,0.0,0.0
589,EX_taxol_e,0.0,0.0,0.0
590,EX_tchola_e,0.0,0.0,0.0
591,EX_tcynt_e,0.0,0.0,0.0
592,EX_tdchola_e,0.0,0.0,0.0
593,EX_tetpent3_e,0.0,0.05486331849968215,-0.05486331849968215
594,EX_tetpent6_e,0.0,0.05486331849968215,-0.05486331849968215
595,EX_thmmp_e,0.0,6.865365718106599e-15,-6.865365718106599e-15
596,EX_thym_e,1000.0000000000002,0.0,1000.0000000000002
597,EX_triodthy_e,0.0,0.0,0.0
598,EX_triodthysuf_e,0.0,0.0,0.0
599,EX_tststeroneglc_e,0.0,0.0,0.0
600,EX_tststerones_e,0.0,0.0,0.0
601,EX_ttdca_e,0.0,12.502161474888752,-12.502161474888752
602,EX_tymsf_e,0.0,0.0,0.0
603,EX_Tyr_ggn_e,0.0,0.0,0.0
604,EX_udp_e,0.0,0.0,0.0
605,EX_vitd3_e,0.0,0.0,0.0
606,EX_whddca_e,0.0,0.0,0.0
607,EX_whhdca_e,0.0,0.0,0.0
608,EX_whttdca_e,0.0,0.0,0.0
609,EX_xoltri25_e,0.0,0.0,0.0
610,EX_xoltri27_e,0.0,0.0,0.0
611,F1Atg,0.0,0.0,0.0
612,FACOAL140,0.0,0.0,0.0
613,FACOAL160,0.0,0.0,0.0
614,FACOAL170,0.0,0.0,0.0
615,FACOAL181,0.0,0.0,0.0
616,FACOAL1821,0.0,0.0,0.0
617,FACOAL1822,0.0,0.0,0.0
618,FACOAL1831,0.0,0.0,0.0
619,FACOAL184,0.0,0.0,0.0
620,FACOAL203,0.0,0.0,0.0
621,FACOAL204,0.0,0.0,0.0
622,FACOAL2042,0.0,0.0,0.0
623,FACOAL205,0.0,0.0,0.0
624,FACOAL2251,0.0,0.0,0.0
625,FACOAL2252,0.0,0.0,0.0
626,FACOAL240_1,0.0,0.0,0.0
627,FACOAL241,0.0,0.0,0.0
628,FACOAL245_1,0.0,0.0,0.0
629,FACOAL40im,0.0,0.0,0.0
630,FACOAL80,0.0,0.0,0.0
631,FADH2tru,0.0,0.0,0.0
632,FADH2tx,0.0,0.0,0.0
633,FADtru,0.0,0.0,0.0
634,FADtx,0.0,0.0,0.0
635,FAEL184,0.0,0.0,0.0
636,FAEL204,0.0,0.0,0.0
637,FAEL205,0.0,0.0,0.0
638,FALDH,0.0,0.0,0.0
639,FALDtly,0.0,0.0,0.0
640,FALDtm,0.0,0.0,0.0
641,FAOXC11,0.0,0.0,0.0
642,FAOXC16080m,0.0,0.0,0.0
643,FAOXC16080x,0.0,0.0,0.0
644,FAOXC180x,0.0,0.0,0.0
645,FAOXC1811601m,0.0,0.0,0.0
646,FAOXC1811603m,0.0,0.0,0.0
647,FAOXC182806m,0.0,0.0,0.0
648,FAOXC18280m,0.0,0.0,0.0
649,FAOXC183806m,0.0,0.0,0.0
650,FAOXC18480m,0.0,0.0,0.0
651,FAOXC200180x,0.0,0.0,0.0
652,FAOXC2031836m,0.0,0.0,0.0
653,FAOXC204,0.0,0.0,0.0
654,FAOXC2051843m,0.0,0.0,0.0
655,FAOXC2051843x,0.0,0.0,0.0
656,FAOXC2251836m,0.0,0.0,0.0
657,FAOXC2252053m,0.0,0.0,0.0
658,FAOXC2252053x,0.0,0.0,0.0
659,GCHOLAte,0.0,0.0,0.0
660,FAOXC226205m,0.0,0.0,0.0
661,FAOXC2442246x,0.0,0.0,0.0
662,FAOXC2452253x,0.0,0.0,0.0
663,FAOXC2452256x,0.0,0.0,0.0
664,FAOXC246226x,0.0,0.0,0.0
665,FAOXC260240x_1,0.0,0.0,0.0
666,FAS160COA,0.0,0.0,0.0
667,FATP1t,0.0,0.0,0.0
668,FATP2t,0.0,0.0,0.0
669,FATP3t,0.0,0.0,0.0
670,FATP7t,0.0,-4.058359821996186,4.058359821996186
671,FATP8t,0.0,0.0,0.0
672,FBA5,0.0,0.0,0.0
673,FDH,0.0,0.0,0.0
674,FE2t,0.0,0.0,0.0
675,FE3R2e_1,0.0,0.0,0.0
676,FKYNH,0.0,0.0,0.0
677,FORMCOAtx,0.0,0.0,0.0
678,FORtm,0.0,0.0,0.0
679,FORtr,0.0,0.0,0.0
680,FPGS2,0.0,0.0,0.0
681,FPGS2m,0.0,0.0,0.0
682,FPGS3,0.0,0.0,0.0
683,FPGS4_1,0.0,0.0,0.0
684,FPGS4m_1,0.0,0.0,0.0
685,FPGS5,0.0,0.0,0.0
686,FPGS5m,0.0,0.0,0.0
687,FPGS6m,0.0,0.0,0.0
688,FPGS7m_1,0.0,0.0,0.0
689,FPGS8m,0.0,0.0,0.0
690,FPGS9,0.0,0.0,0.0
691,FPGSm_1,0.0,0.0,0.0
692,FRDPtc,0.0,0.0,0.0
693,FRDPtr,0.0,0.0,0.0
694,FRUt1r,0.0,0.0,0.0
695,FTHFDH,0.0,0.0,0.0
696,FTHFLmi,0.0,0.0,0.0
697,FUC14GALACGLCGALGLUSIDEte,0.0,0.0,0.0
698,FUC14GALACGLCGALGLUSIDEtg,0.0,0.0,0.0
699,FUCACGALFUCGALACGLCGALGLUSIDEte,0.0,0.0,0.0
700,FUCACNGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
701,FUCACNGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
702,FUCACNGALACGLCGALGLUSIDEte,0.0,0.0,0.0
703,FUCASE2ly,0.0,0.0,0.0
704,FUCASEe,0.0,0.0,0.0
705,FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
706,FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
707,FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
708,FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
709,FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
710,FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
711,FUCGALFUCGALACGLCGALGLUSIDEtg,0.0,0.0,0.0
712,FUCGALGBSIDEte,0.0,0.0,0.0
713,FUCGALGBSIDEtg,0.0,0.0,0.0
714,FUCtly,0.0,0.0,0.0
715,FUMAC,0.0,0.0,0.0
716,FUMSO4tm,0.0,0.0,0.0
717,FUMtm,0.0,-211.6026501154294,211.6026501154294
718,FUT15g,0.0,0.0,0.0
719,FUT16g,0.0,0.0,0.0
720,FUT32g,0.0,0.0,0.0
721,G14T20g,0.0,0.0,0.0
722,G14T21g,0.0,0.0,0.0
723,G14T2g,0.0,0.0,0.0
724,G14T5g,0.0,0.0,0.0
725,G5SDym,0.0,0.0,0.0
726,G6PDH1er,0.0,1.2299085053570754e-13,-1.2299085053570754e-13
727,G6PDH2er,1000.0000000000001,1000.0,1.1368683772161603e-13
728,G6PPer,0.0,0.0,0.0
729,GACMTRc,0.0,0.0,0.0
730,GACPAILter,0.0,0.0,0.0
731,GALACGLCGALGBSIDEte,0.0,0.0,0.0
732,GALACGLCGALGBSIDEtg,0.0,0.0,0.0
733,GALASE10ly,0.0,0.0,0.0
734,GALASE12ly,0.0,0.0,0.0
735,GALASE13ly,0.0,0.0,0.0
736,GALASE15ly,0.0,0.0,0.0
737,GALASE16ly,0.0,0.0,0.0
738,GALASE17ly,0.0,0.0,0.0
739,GALASE19ly,0.0,0.0,0.0
740,GALASE1ly,0.0,0.0,0.0
741,GALASE20ly,0.0,0.0,0.0
742,GALASE4ly,0.0,0.0,0.0
743,GALASE7ly,0.0,0.0,0.0
744,GALASE8ly,0.0,0.0,0.0
745,GALASE9ly,0.0,0.0,0.0
746,GALFUC12GAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
747,GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
748,GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
749,GALGALGALTHCRMtg,0.0,0.0,0.0
750,GALGT2,0.0,0.0,0.0
751,GALGT3,0.0,0.0,0.0
752,GALNACT1g,0.0,0.0,0.0
753,GALNACT2g,0.0,0.0,0.0
754,GALNACT3g,0.0,0.0,0.0
755,GALNACT4g,0.0,0.0,0.0
756,GALNACT5g,0.0,0.0,0.0
757,GALSIDEtg,0.0,0.0,0.0
758,GALSIDEtl,971.086396991953,971.0863969919537,-6.821210263296962e-13
759,GALt1r,0.0,-83.37697546227277,83.37697546227277
760,GALT2g,0.0,0.0,0.0
761,GALtly,0.0,0.0,0.0
762,GAO1g,0.0,0.0,0.0
763,GARFT,0.0,0.0,0.0
764,GASNASE2ly,0.0,0.0,0.0
765,GASNASEly,0.0,0.0,0.0
766,GBGT1,0.0,0.0,0.0
767,GBSIDEte,0.0,0.0,0.0
768,GBSIDEtl,0.0,0.0,0.0
769,GCCam,0.0,0.0,0.0
770,GCHOLAt2,0.0,0.0,0.0
771,GD1B2te,0.0,0.0,0.0
772,GD1Cte,0.0,0.0,0.0
773,GDPFUCtg,0.0,0.0,0.0
774,GGH_10FTHF7GLUl,0.0,0.0,0.0
775,GGH_5THFl,0.0,0.0,0.0
776,GGH_6DHFl,0.0,0.0,0.0
777,GGH_7THFe,0.0,0.0,0.0
778,GGLUCT,0.0,0.0,0.0
779,GHMT2rm,0.0,0.0,0.0
780,GLAl,0.0,0.0,0.0
781,GLB1,0.0,0.0,0.0
782,GLCAASE4ly,0.0,0.0,0.0
783,GLCAASE6ly,0.0,0.0,0.0
784,GLCAASE7ly,0.0,0.0,0.0
785,GLCAASE8ly,0.0,0.0,0.0
786,GLCAASE9ly,0.0,0.0,0.0
787,GLCAT4g,0.0,0.0,0.0
788,GLCAT5g,0.0,0.0,0.0
789,GLCAT6g,0.0,0.0,0.0
790,GLCAT7g,0.0,0.0,0.0
791,GLCAT8g,0.0,0.0,0.0
792,GLCNACASE5ly,0.0,0.0,0.0
793,GLCNACDASg,0.0,0.0,0.0
794,GLCNACT2g,0.0,0.0,0.0
795,GLCNACT5g,0.0,0.0,0.0
796,GLCter,1000.0,1000.0,0.0
797,GLCtly,971.0863969919532,971.0863969919536,-4.547473508864641e-13
798,GLGNS1,0.0,2.628509364367851,-2.628509364367851
799,GLNALANaEx,0.0,0.0,0.0
800,GLNASNNaEx,0.0,0.0,0.0
801,GLNCYSNaEx,0.0,0.0,0.0
802,GLNtm,0.0,61.2839976504465,-61.2839976504465
803,GLPASE1,865.3739901557663,865.3739901557635,2.7284841053187847e-12
804,GLPASE2,0.0,0.0,0.0
805,GLRASE,0.0,0.0,0.0
806,GLUt6,0.0,0.0,0.0
807,GLXO2p,0.0,0.0,0.0
808,GLXtp,0.0,0.0,0.0
809,GLYAMDTRc,0.0,0.0,0.0
810,GLYBt4_2_r,0.0,0.0,0.0
811,GLYCK2,0.0,0.0,0.0
812,GLYCLTDym,0.0,0.0,0.0
813,GLYCLTtp,0.0,0.0,0.0
814,GLYC_St,0.0,0.0,0.0
815,GLYOp,0.0,0.0,0.0
816,GLYt4,0.0,0.0,0.0
817,GLYt7_211_r,75.77020810338747,0.0,75.77020810338747
818,GLYtm,-1000.0,-1000.0,0.0
819,GMPtg,0.0,0.0,0.0
820,GMPtn,0.0,0.0,0.0
821,GNDer,0.0,0.0,0.0
822,GNMT,0.0,0.0,0.0
823,GP1CALPHAtg,0.0,0.0,0.0
824,GPAM_hs_1,0.0,0.0,0.0
825,GPIDA2er,0.0,0.0,0.0
826,GPIDAer,0.0,0.0,0.0
827,GQ1BALPHAte,0.0,0.0,0.0
828,GQ1Btg,0.0,0.0,0.0
829,GT1Ate,0.0,0.0,0.0
830,GT1Atg,0.0,0.0,0.0
831,DHAOX_c,0.0,0.0,0.0
832,GTHOm,0.0,0.0,0.0
833,GTHPi,0.0,0.0,0.0
834,GTHPm,0.0,0.0,0.0
835,GTHS,0.0,0.0,0.0
836,GULLACter,0.0,0.0,0.0
837,GULN3D,-527.1044284750541,638.5890106681305,-1165.6934391431846
838,GULNDer,0.0,0.0,0.0
839,GULNter,0.0,0.0,0.0
840,GUR1PP,0.0,0.0,0.0
841,HCO3Em,0.0,0.0,0.0
842,H2O2syn,0.0,0.0,0.0
843,H2O2t,1000.0,1000.0000000000001,-1.1368683772161603e-13
844,H2O2tm,3.0847583771313495e-13,0.0,3.0847583771313495e-13
845,H2Oter,0.0,-1000.0,1000.0
846,H2Otg,8.26143437336845,0.0,8.26143437336845
847,H3MTer_U,0.0,0.0,0.0
848,H4ET3er,0.0,0.0,0.0
849,H4ETer,0.0,0.0,0.0
850,H6ET3er,0.0,0.0,0.0
851,H7ET2er,0.0,0.0,0.0
852,HACD1x,0.0,0.0,0.0
853,HACD9m,0.0,0.0,0.0
854,HAS1,0.0,0.0,0.0
855,HAtly,0.0,0.0,0.0
856,HBZOPT10m,0.0,0.0,0.0
857,HCO3_CLt,0.0,0.0,0.0
858,HCOUMARINte,0.0,0.0,0.0
859,HDCAt,0.0,0.0,0.0
860,HDD2COAtx,0.0,0.0,0.0
861,HESTRATRIOLte,0.0,0.0,0.0
862,HESTRATRIOLtr,0.0,0.0,0.0
863,HEX4,0.0,0.0,0.0
864,HEXCt,0.0,0.0,0.0
865,HISDC,0.0,0.0,0.0
866,HISt4,0.0,0.0,0.0
867,HISTAVESSEC_1,0.0,0.0,0.0
868,HMGCOAtm,0.0,0.0,0.0
869,HMGCOAtx,-227.10163111668928,-85.64833660018728,-141.453294516502
870,HMGLm,0.0,0.0,0.0
871,HMGLx,159.34755332496908,0.0,159.34755332496908
872,HOMt4,0.0,0.0,0.0
873,HPACtr,0.0,0.0,0.0
874,HPDCACRNCPT1,0.0,0.0,0.0
875,HPDCACRNCPT2,0.0,0.0,0.0
876,HPYRDCm,0.0,0.0,0.0
877,HPYRR2x_1,0.0,0.0,0.0
878,HPYRtp,0.0,0.0,0.0
879,HS2ly,0.0,0.0,0.0
880,HSAT2ly,0.0,0.0,0.0
881,HSAT3ly,0.0,0.0,0.0
882,HSD17B42x_1,0.0,282.96739157736806,-282.96739157736806
883,HSD17B4x,0.0,0.0,0.0
884,HSD17B7r,0.0,0.0,0.0
885,HSD17B9r,0.0,0.0,0.0
886,HSD3B11,0.0,0.0,0.0
887,HSD3B13,0.0,0.0,0.0
888,HSD3B7P,0.0,1.2299085053570751e-13,-1.2299085053570751e-13
889,HSPASEly,0.0,0.0,0.0
890,HSPGt,0.0,0.0,0.0
891,HTAXOLte,0.0,0.0,0.0
892,Htx,1000.0,1000.0,0.0
893,HXANtx,0.0,0.0,0.0
894,HYPTROX_cho,0.0,0.0,0.0
895,ICDHyr,0.0,0.0,0.0
896,ICDHyp,0.0,129.9283883613628,-129.9283883613628
897,IDHPOXOX2b,0.0,0.0,0.0
898,IDHPOXOX3,0.0,0.0,0.0
899,IDHPOXOX4,0.0,0.0,0.0
900,IDHPOXOXb,0.0,0.0,0.0
901,IDOAASE3ly,0.0,0.0,0.0
902,IDOAASE4ly,0.0,0.0,0.0
903,IDOURtly,0.0,0.0,0.0
904,IDPtn,1000.0,1000.0,0.0
905,ILEt4,0.0,0.0,0.0
906,ILEtmi,0.0,0.0,0.0
907,ILETAm,0.0,0.0,0.0
908,INOSTO,0.0,0.0,0.0
909,INSt,0.0,0.0,0.0
910,INSTt2,1000.0000000000001,0.0,1000.0000000000001
911,INSTt4,0.0,1000.0000000000001,-1000.0000000000001
912,IPDPtx,0.0,0.0,0.0
913,ITCOALm,619.2276889113069,0.0,619.2276889113069
914,ITPtn,-1000.0,-1000.0,0.0
915,KAS8,0.0,0.0,0.0
916,KCC2t,-266.8030880599001,-1000.0,733.1969119400999
917,KCCt,0.0,0.0,0.0
918,KHK,0.0,0.0,0.0
919,KHK2,0.0,0.0,0.0
920,KSII_CORE2tly,0.0,0.0,0.0
921,KSII_CORE4t,0.0,0.0,0.0
922,KSItly,0.0,0.0,0.0
923,KYN3OX,0.0,0.0,0.0
924,KYNATESYN,0.0,0.0,0.0
925,LACZe,0.0,0.0,0.0
926,LALDO,0.0,1000.0000000000001,-1000.0000000000001
927,LAPCOAl,0.0,0.0,0.0
928,LCADi_D,0.0,0.0,0.0
929,LCTStg,0.0,0.0,0.0
930,LCYSTAT,0.0,0.0,0.0
931,LCYSTCBOXL,0.0,0.0,0.0
932,LEUKTRA4tr,0.0,0.0,0.0
933,LEUKTRB4tr,0.0,0.0,0.0
934,LEUKTRD4t,0.0,-2.1864481030814537e-13,2.1864481030814537e-13
935,LEUTAm,-243.45776141713284,-999.9999999999999,756.5422385828671
936,TTCCOAtx,0.0,0.0,0.0
937,LIMNENte,0.0,0.0,0.0
938,LINKDEG1ly,0.0,0.0,0.0
939,LINKDEG2ly,0.0,0.0,0.0
940,LINKDEG3ly,0.0,0.0,0.0
941,LIPOti_1,0.0,0.0,0.0
942,LNLCCPT1,0.0,-1.2126349525775495e-13,1.2126349525775495e-13
943,LNLCCPT2,0.0,-1.2126349525775498e-13,1.2126349525775498e-13
944,LNLCCRNt,0.0,0.0,0.0
945,LNLCt,0.0,0.0,0.0
946,LNLNCAt,0.0,0.0,0.0
947,LNLNCGCPT2,0.0,0.0,0.0
948,LNLNCGCRNt,0.0,0.0,0.0
949,LNLNCGt,0.0,0.0,0.0
950,LPASE,0.0,0.0,0.0
951,LPS2,28.91360300804671,28.913603008046227,4.831690603168681e-13
952,LPS3e,0.0,0.0,0.0
953,LRAT1,0.0,0.0,0.0
954,LRAT2,0.0,0.0,0.0
955,LSTO1r,14.457155828709057,0.0,14.457155828709057
956,LTC4CP,0.0,0.0,0.0
957,LTC4Sr,0.0,0.0,0.0
958,LTDCL,0.0,0.0,0.0
959,LYSt4,0.0,0.0,0.0
960,LYStm,0.0,0.0,0.0
961,LYStn,0.0,0.0,0.0
962,M4BTAer,0.0,0.0,0.0
963,M4CET3er,0.0,0.0,0.0
964,MACACI,0.0,0.0,0.0
965,MALTe,0.0,0.0,0.0
966,MALTly,0.0,0.0,0.0
967,MALtm,-1000.0,-1000.0,0.0
968,MALTt1r,0.0,0.0,0.0
969,MANt1r,0.0,0.0,0.0
970,MANtly,0.0,0.0,0.0
971,MCDp,0.0,0.0,0.0
972,MCLACCYSR,533.2623980978389,458.0440850041155,75.21831309372334
973,MCLORi,533.2623980978387,458.0440850041155,75.21831309372322
974,MCPST,0.0,0.0,0.0
975,MDRPD,0.0,0.0,0.0
976,ME1m,0.0,0.0,0.0
977,ME2m,0.0,0.0,0.0
978,MECOALm,0.0,619.2276889113099,-619.2276889113099
979,MECOAS1m,0.0,-619.22768891131,619.22768891131
980,MELATN23DOX,0.0,0.0,0.0
981,MELATNOX,0.0,0.0,0.0
982,MEOHt2,0.0,0.0,0.0
983,MESCOALm,0.0,0.0,0.0
984,METAT,0.0,0.0,0.0
985,METS,525.721455457968,1000.0,-474.278544542032
986,METtec,0.0,0.0,0.0
987,MGACONm,0.0,0.0,0.0
988,MGSA2,0.0,0.0,0.0
989,MHISOR,0.0,0.0,0.0
990,MI1345PP,0.0,0.0,0.0
991,MI134P4P,0.0,0.0,0.0
992,MI134PP,0.0,0.0,0.0
993,MI145PK,0.0,0.0,0.0
994,MI145PP,0.0,0.0,0.0
995,MI14PP,0.0,0.0,0.0
996,MI1P_Dtn,0.0,0.0,0.0
997,MMCDm,0.0,0.0,0.0
998,MMEm,0.0,0.0,0.0
999,MMSAD1m,0.0,0.0,0.0
1000,MMTSADm,0.0,0.0,0.0
1001,MTHFCm,0.0,0.0,0.0
1002,MTHFD2m,0.0,0.0,0.0
1003,N3Tg,0.0,0.0,0.0
1004,NABTNO,0.0,0.0,0.0
1005,NACASPAH,0.0,0.0,0.0
1006,NACHEX10ly,0.0,0.0,0.0
1007,NACHEX13ly,0.0,0.0,0.0
1008,NACHEX16ly,0.0,0.0,0.0
1009,NACHEX17ly,0.0,0.0,0.0
1010,NACHEX1ly,0.0,0.0,0.0
1011,NACHEX20ly,0.0,0.0,0.0
1012,NACHEX25ly,0.0,0.0,0.0
1013,NACHEX26ly,0.0,0.0,0.0
1014,NACHEX27ly,0.0,0.0,0.0
1015,NACHEX3ly,0.0,0.0,0.0
1016,NACHEX5ly,0.0,0.0,0.0
1017,NACHEX6ly,0.0,0.0,0.0
1018,NACHEX7ly,0.0,0.0,0.0
1019,NACHEX8ly,0.0,0.0,0.0
1020,NACHEX9ly,0.0,0.0,0.0
1021,NACHEXA10ly,0.0,0.0,0.0
1022,NACHEXA11ly,0.0,0.0,0.0
1023,NACHEXA12ly,0.0,0.0,0.0
1024,NACHEXA13ly,0.0,0.0,0.0
1025,NACHEXA15ly,0.0,0.0,0.0
1026,NACHEXA18ly,0.0,0.0,0.0
1027,NACHEXA20ly,0.0,0.0,0.0
1028,NACHEXA21ly,0.0,0.0,0.0
1029,NACHEXA2ly,0.0,0.0,0.0
1030,NACHEXA3ly,0.0,0.0,0.0
1031,NACHEXA4ly,0.0,0.0,0.0
1032,NACHEXA5ly,0.0,0.0,0.0
1033,NACHEXA7ly,0.0,0.0,0.0
1034,NACHEXA9ly,0.0,0.0,0.0
1035,NACt,0.0,0.0,0.0
1036,NADHtru,0.0,0.0,0.0
1037,NADNe,0.0,0.0,0.0
1038,NADPHtru,0.0,645.6693857880506,-645.6693857880506
1039,NADPtru,-5.198898516003545e-15,645.6693857880506,-645.6693857880506
1040,NADPtxu,0.0,0.0,0.0
1041,NADtn,0.0,0.0,0.0
1042,NADtru,0.0,-1.413821060510985e-29,1.413821060510985e-29
1043,NAGAlby,0.0,0.0,0.0
1044,NAIt,0.0,0.0,0.0
1045,NAt3_1g,0.0,0.0,0.0
1046,NBAHH_ir,0.0,0.0,0.0
1047,NDP7g,0.0,0.0,0.0
1048,NDP8,0.0,0.0,0.0
1049,NDP8ex,0.0,0.0,0.0
1050,PI3P4Kn,0.0,0.0,0.0
1051,NDPK3m,0.0,0.0,0.0
1052,NDPK4m,0.0,0.0,0.0
1053,NDPK4n,1000.0,980.7242646613024,19.275735338697586
1054,NDPK6m,-391.1639454728984,-391.1639454729001,1.7053025658242404e-12
1055,NDPK7m,0.0,0.0,0.0
1056,NDPK7n,-990.3621323306509,-990.3621323306514,5.684341886080801e-13
1057,NDPK9n,1000.0,1000.0,0.0
1058,NH4tn,0.0,0.0,0.0
1059,NH4tp,0.0,0.0,0.0
1060,NICRNS,0.0,0.0,0.0
1061,NICRNTtn,0.0,0.0,0.0
1062,NIFEDIPINEte,0.0,0.0,0.0
1063,NKCC2t,0.0,0.0,0.0
1064,NOS2_2,0.0,0.0,0.0
1065,NRPPHRSULT,0.0,0.0,0.0
1066,NRVNCCOAtx,0.0,0.0,0.0
1067,NTD12,0.0,0.0,0.0
1068,NTD1m,0.0,0.0,0.0
1069,NTD2l,0.0,0.0,0.0
1070,NTD4e,0.0,0.0,0.0
1071,NTD5m,0.0,0.0,0.0
1072,NTD7e,0.0,0.0,0.0
1073,NTD9e,0.0,0.0,0.0
1074,NTD9l,0.0,0.0,0.0
1075,O2Stm,1000.0,884.1126174782768,115.88738252172323
1076,O2Stn,0.0,115.88738252172278,-115.88738252172278
1077,O2ter,14.457155828709059,0.0,14.457155828709059
1078,O2tn,0.0,-57.9436912608614,57.9436912608614
1079,OCBTm,0.0,0.0,0.0
1080,OCCOAtm,0.0,0.0,0.0
1081,OCCOAtx,1000.0,0.0,1000.0
1082,OIVD2m,0.0,0.0,0.0
1083,OMEPRAZOLEte,0.0,0.0,0.0
1084,ORETNF,0.0,0.0,0.0
1085,ORNt4m,-255.68436485507897,0.0,-255.68436485507897
1086,ORNt,0.0,0.0,0.0
1087,OXAtp,0.0,-6.927243980791807e-14,6.927243980791807e-14
1088,P45017A2r,0.0,0.0,0.0
1089,P45017A3r,0.0,0.0,0.0
1090,P45017A4r,0.0,0.0,0.0
1091,P45019A1r,0.0,0.0,0.0
1092,P45021A1r,0.0,0.0,0.0
1093,P45027A11m,0.0,0.0,0.0
1094,P45027A13m,0.0,86.65165202689411,-86.65165202689411
1095,P45027A14m,0.0,0.0,0.0
1096,P45027A15m,0.0,0.0,0.0
1097,P4502A6,0.0,0.0,0.0
1098,P4502C18,0.0,0.0,0.0
1099,P4502C8,0.0,0.0,0.0
1100,P4502C92,0.0,0.0,0.0
1101,P4502D6,0.0,0.0,0.0
1102,P4502E1,0.0,0.0,0.0
1103,P4503A4,0.0,0.0,0.0
1104,P45046A1r,0.0,0.0,0.0
1105,P4504F122r,0.0,0.0,0.0
1106,P4504F123r,0.0,0.0,0.0
1107,P4504F81r,0.0,0.0,0.0
1108,P4508B11r,0.0,0.0,0.0
1109,P450LTB4r,0.0,0.0,0.0
1110,P5CRm,0.0,0.0,0.0
1111,PA_HSter,-991.7385656266317,8.261434373368337,-1000.0000000000001
1112,PAIL_HStn,983.4778399026343,983.4778399026345,-2.2737367544323206e-13
1113,PAIL45P_HStn,-16.522160097365404,-16.522160097365326,-7.815970093361102e-14
1114,PAPStg,0.0,0.0,0.0
1115,PAPtg,0.0,0.0,0.0
1116,PCFLOPm,0.0,0.0,0.0
1117,PCHOL_HSter,954.1916292583944,-960.7592497005572,1914.9508789589518
1118,PCHOLP_hs,0.0,805.8655046676716,-805.8655046676716
1119,PCHOLPg_hs,8.26143437336845,0.0,8.26143437336845
1120,PCHOLPr_hs,1000.0,0.0,1000.0
1121,PCREATtmdiffir,0.0,0.0,0.0
1122,PCRNtc,0.0,0.0,0.0
1123,PCRNtm,0.0,0.0,0.0
1124,PDE1,0.0,0.0,0.0
1125,PDE1g,0.0,0.0,0.0
1126,PI34P5K,0.0,0.0,0.0
1127,PI34P5Kn,0.0,0.0,0.0
1128,PI3P4K,0.0,0.0,0.0
1129,PDE4,0.0,0.0,0.0
1130,PDE4g,0.0,0.0,0.0
1131,PDHm,0.0,0.0,0.0
1132,PDXPP,0.0,0.0,0.0
1133,PEFLIP,0.0,0.0,0.0
1134,PERILLYLte,0.0,0.0,0.0
1135,PEROXx,0.0,0.0,0.0
1136,PETHCT,0.0,0.0,0.0
1137,PGCD,0.0,0.0,0.0
1138,PGDI,0.0,0.0,0.0
1139,PGLer,1000.0,1000.0,0.0
1140,PGLYCt,10.326438642024817,10.326438642024819,-1.7763568394002505e-15
1141,PGPP_hs,0.0,0.0,0.0
1142,PGPPT,0.0,0.0,0.0
1143,PHCHGSm,0.0,0.0,0.0
1144,PHEACGLNt,0.0,0.0,0.0
